               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,    train/theta_loss,   metrics/precision,      metrics/recall,    metrics/HBBmAP.5,metrics/HBBmAP.5:.95,        val/box_loss,        val/obj_loss,        val/cls_loss,      val/theta_loss,               x/lr0,               x/lr1,               x/lr2
                  19,            0.078067,            0.032654,            0.025605,              0.1888,             0.39987,              0.2185,             0.13042,            0.025867,            0.076991,            0.027008,            0.023368,             0.18731,           0.0099291,           0.0099291,           0.0099291
                  20,            0.077098,            0.031955,            0.024381,             0.18833,             0.12328,             0.21332,            0.098694,            0.019966,            0.072702,            0.028714,            0.022424,             0.18616,           0.0099211,           0.0099211,           0.0099211
                  21,            0.077185,            0.033015,            0.025074,             0.18742,             0.34493,             0.19853,             0.12341,            0.030615,            0.070062,            0.028295,            0.022079,             0.18537,           0.0099126,           0.0099126,           0.0099126
                  22,            0.076299,            0.031689,            0.023367,             0.18586,             0.44345,             0.16221,             0.13741,            0.035756,            0.071425,            0.027048,            0.021722,               0.184,           0.0099037,           0.0099037,           0.0099037
                  23,            0.077805,            0.032733,             0.02461,             0.18545,             0.68449,             0.15085,             0.17218,            0.041204,            0.073636,            0.028026,            0.021393,             0.18194,           0.0098943,           0.0098943,           0.0098943
                  24,            0.076548,            0.032964,            0.024046,             0.18513,             0.67616,             0.18137,             0.16103,            0.043917,            0.072198,            0.027173,            0.022254,             0.18057,           0.0098845,           0.0098845,           0.0098845
                  25,            0.076823,            0.032692,            0.024086,             0.18419,             0.53296,             0.22857,             0.20193,            0.064226,             0.07018,            0.028371,            0.022243,             0.17993,           0.0098743,           0.0098743,           0.0098743
                  26,            0.075479,            0.032136,            0.022956,             0.18286,             0.45238,             0.24064,             0.19233,            0.052787,            0.067643,             0.02775,            0.022121,             0.17936,           0.0098637,           0.0098637,           0.0098637
                  27,            0.075347,            0.032649,            0.023292,             0.18224,             0.41745,             0.24176,             0.17401,            0.050335,            0.069909,            0.027169,            0.021791,             0.17858,           0.0098527,           0.0098527,           0.0098527
                  28,            0.075746,            0.030857,            0.024048,             0.18113,             0.37234,              0.2803,             0.13611,            0.036739,            0.073138,            0.026135,            0.023148,             0.17661,           0.0098412,           0.0098412,           0.0098412
                  29,            0.074763,             0.03112,            0.023072,             0.17969,            0.092696,              0.3078,             0.11194,            0.030959,            0.075125,            0.025925,            0.023048,             0.17606,           0.0098293,           0.0098293,           0.0098293
                  30,            0.076205,            0.030642,            0.022332,             0.17934,             0.16595,             0.32219,             0.19155,            0.050625,            0.071172,            0.026335,            0.022328,             0.17493,            0.009817,            0.009817,            0.009817
                  31,            0.076003,            0.032161,             0.02238,             0.17861,              0.5362,             0.18405,             0.19826,            0.056232,            0.071944,            0.026381,             0.02263,             0.17273,           0.0098042,           0.0098042,           0.0098042
                  32,            0.076276,            0.031111,            0.021868,             0.17727,             0.55162,             0.22324,             0.23653,            0.065439,            0.069359,            0.026956,            0.021281,             0.17307,           0.0097911,           0.0097911,           0.0097911
                  33,            0.074835,            0.031251,            0.021702,             0.17558,              0.4302,             0.30459,             0.15622,            0.037394,            0.078279,            0.025521,            0.021563,             0.17229,           0.0097775,           0.0097775,           0.0097775
                  34,            0.075761,             0.03061,            0.021318,             0.17613,             0.24157,             0.41056,             0.26913,            0.085406,            0.068652,            0.026763,             0.02117,             0.17208,           0.0097635,           0.0097635,           0.0097635
                  35,            0.075619,            0.030472,            0.021486,             0.17527,             0.52029,             0.27144,             0.19713,            0.044463,            0.070128,            0.025747,            0.021768,             0.17192,           0.0097491,           0.0097491,           0.0097491
                  36,            0.074867,            0.029902,            0.020693,             0.17427,             0.19387,             0.28471,             0.14045,             0.03721,             0.07392,            0.025586,            0.021361,             0.17131,           0.0097343,           0.0097343,           0.0097343
                  37,            0.076345,            0.030075,            0.021051,             0.17336,             0.58381,              0.3164,             0.30905,            0.097314,            0.065456,            0.026265,            0.020715,             0.17002,           0.0097191,           0.0097191,           0.0097191
                  38,            0.073988,            0.031571,            0.021449,             0.17403,             0.49111,             0.27383,             0.20978,            0.054035,            0.066953,            0.026096,            0.020054,             0.16875,           0.0097035,           0.0097035,           0.0097035
                  39,            0.074189,            0.029219,             0.01986,             0.17113,             0.46607,             0.28855,             0.16786,            0.045502,            0.070069,            0.026867,            0.020357,              0.1682,           0.0096875,           0.0096875,           0.0096875
                  40,            0.075168,            0.029859,            0.021017,             0.17018,             0.38528,             0.36551,             0.25869,            0.059611,            0.069326,             0.02575,            0.020152,             0.16636,            0.009671,            0.009671,            0.009671
                  41,             0.07496,            0.029554,            0.020241,             0.17111,             0.26687,             0.44362,              0.2915,            0.095706,            0.065885,            0.025253,            0.019543,             0.16494,           0.0096542,           0.0096542,           0.0096542
                  42,            0.073693,            0.030717,            0.020789,             0.17043,             0.17557,             0.41483,             0.25459,            0.067377,            0.067263,            0.025121,            0.019846,             0.16516,           0.0096369,           0.0096369,           0.0096369
                  43,            0.074172,            0.031357,            0.020016,             0.16938,             0.27935,             0.37353,             0.26904,            0.089728,            0.064223,            0.024735,            0.018468,             0.16444,           0.0096193,           0.0096193,           0.0096193
                  44,            0.073595,            0.029039,            0.019895,             0.16836,             0.30743,             0.34277,             0.23975,            0.073624,            0.069544,              0.0248,            0.018931,             0.16335,           0.0096013,           0.0096013,           0.0096013
                  45,            0.072963,            0.030377,            0.019945,             0.16781,             0.38313,             0.40048,             0.31188,             0.08543,            0.066483,            0.025141,            0.020221,              0.1622,           0.0095828,           0.0095828,           0.0095828
                  46,            0.073388,            0.029369,            0.018655,             0.16542,             0.27452,             0.42109,             0.22457,            0.071723,            0.071075,            0.024135,            0.019545,             0.16106,            0.009564,            0.009564,            0.009564
                  47,            0.073854,            0.029847,            0.018673,             0.16527,             0.34347,             0.37961,             0.28685,            0.098615,            0.063936,            0.024998,            0.018449,             0.15992,           0.0095448,           0.0095448,           0.0095448
                  48,            0.072661,            0.029213,            0.019306,              0.1655,             0.36944,             0.37722,             0.32401,             0.11982,            0.064336,            0.025328,            0.018367,             0.16021,           0.0095252,           0.0095252,           0.0095252
                  49,            0.073028,            0.029028,            0.017884,             0.16377,             0.39804,             0.42624,             0.31531,            0.089851,            0.066438,            0.025103,            0.018386,             0.16051,           0.0095052,           0.0095052,           0.0095052
                  50,            0.072317,            0.028115,            0.018104,             0.16262,             0.46444,             0.35311,             0.30676,             0.11248,            0.068857,            0.024588,            0.019541,             0.15972,           0.0094849,           0.0094849,           0.0094849
                  51,            0.073364,            0.028827,            0.019184,             0.16208,             0.31355,             0.40708,             0.27947,            0.084036,             0.06651,             0.02415,            0.019223,             0.15657,           0.0094641,           0.0094641,           0.0094641
                  52,            0.071817,            0.029871,            0.018685,             0.16197,             0.33255,              0.3758,             0.25703,             0.07058,            0.066404,            0.024506,            0.018534,             0.15659,            0.009443,            0.009443,            0.009443
                  53,            0.071429,            0.029681,            0.019312,             0.16048,             0.53164,             0.34092,             0.31692,            0.091122,            0.063328,            0.024314,             0.01813,             0.15658,           0.0094215,           0.0094215,           0.0094215
                  54,            0.072287,             0.02913,            0.019177,             0.16009,             0.35684,             0.27272,             0.20098,             0.05745,            0.067722,             0.02321,             0.01842,             0.15543,           0.0093996,           0.0093996,           0.0093996
                  55,            0.073196,            0.029685,            0.018805,             0.15811,             0.31086,             0.44726,             0.29813,              0.0779,            0.065105,            0.024151,            0.017938,             0.15452,           0.0093773,           0.0093773,           0.0093773
                  56,             0.07188,            0.029069,            0.018456,             0.15847,             0.40848,              0.3203,             0.30048,            0.097776,            0.070369,            0.022937,            0.018515,             0.15507,           0.0093547,           0.0093547,           0.0093547
                  57,            0.072473,            0.027689,            0.017714,             0.15744,             0.29331,               0.445,             0.28351,            0.087063,            0.064477,            0.023874,            0.018291,             0.15191,           0.0093317,           0.0093317,           0.0093317
                  58,            0.071812,            0.028123,            0.016663,             0.15519,              0.5295,             0.40836,             0.40969,             0.14782,            0.061786,            0.024923,            0.017766,             0.15227,           0.0093083,           0.0093083,           0.0093083
                  59,            0.071351,            0.028957,            0.017432,             0.15405,             0.32673,             0.39441,             0.28857,             0.08642,            0.066111,            0.024238,            0.018235,             0.15071,           0.0092846,           0.0092846,           0.0092846
                  60,             0.07309,            0.028518,            0.018382,              0.1546,             0.43476,             0.39162,             0.35342,               0.118,            0.063605,             0.02402,            0.017865,             0.15103,           0.0092605,           0.0092605,           0.0092605
                  61,            0.072633,            0.028783,            0.016637,             0.15223,             0.44676,             0.41196,              0.3919,             0.13006,              0.0606,            0.023974,            0.018338,             0.14849,           0.0092361,           0.0092361,           0.0092361
                  62,            0.072261,            0.029157,            0.017571,             0.15286,                 0.5,             0.39504,             0.37042,             0.11191,            0.065524,            0.023881,            0.017461,              0.1467,           0.0092113,           0.0092113,           0.0092113
                  63,            0.072375,            0.028923,            0.016955,             0.15083,             0.40922,             0.40034,             0.32276,             0.11768,            0.064499,            0.023393,            0.017085,             0.14559,           0.0091861,           0.0091861,           0.0091861
                  64,            0.072372,            0.028915,             0.01757,             0.15103,             0.36966,             0.45953,             0.36365,             0.11935,            0.064436,            0.024016,            0.018772,             0.14614,           0.0091606,           0.0091606,           0.0091606
                  65,            0.071683,            0.028642,             0.01743,             0.14878,             0.38352,             0.46536,             0.34972,              0.1144,            0.063948,            0.025114,            0.018234,             0.14426,           0.0091348,           0.0091348,           0.0091348
                  66,            0.072088,            0.028171,            0.016477,             0.14868,             0.60199,             0.42067,             0.39334,             0.13107,            0.062587,            0.023601,            0.017289,             0.14383,           0.0091086,           0.0091086,           0.0091086
                  67,             0.07175,            0.028331,             0.01719,             0.14863,             0.57371,             0.36425,             0.37384,             0.13793,            0.063072,            0.023255,            0.018017,             0.14105,           0.0090821,           0.0090821,           0.0090821
                  68,            0.071094,            0.028187,            0.016621,             0.14692,             0.53553,             0.40895,             0.37606,             0.13747,             0.06165,            0.023325,            0.018065,             0.14002,           0.0090552,           0.0090552,           0.0090552
                  69,            0.070619,            0.029064,             0.01695,              0.1445,             0.36445,             0.39076,             0.27595,            0.081678,            0.067777,             0.02377,            0.018039,             0.14012,            0.009028,            0.009028,            0.009028
                  70,            0.073826,            0.026328,            0.016086,             0.14378,             0.38504,             0.39193,             0.32548,             0.11331,            0.063329,            0.023486,              0.0176,              0.1407,           0.0090004,           0.0090004,           0.0090004
                  71,            0.070854,            0.028114,            0.017223,             0.14438,             0.64705,             0.35173,             0.42724,             0.15669,            0.059699,            0.023593,            0.017246,             0.13995,           0.0089726,           0.0089726,           0.0089726
                  72,            0.070814,             0.02915,            0.016514,             0.14413,             0.47435,             0.32875,              0.2939,              0.0869,            0.069192,            0.022194,            0.016621,             0.13712,           0.0089444,           0.0089444,           0.0089444
                  73,            0.073872,            0.027606,            0.016298,             0.14211,             0.55561,             0.43101,             0.40247,             0.14531,            0.062324,            0.022993,            0.017009,             0.13624,           0.0089159,           0.0089159,           0.0089159
                  74,             0.07122,            0.027766,             0.01686,             0.14179,             0.56219,             0.42748,             0.41793,             0.14052,            0.060393,            0.023501,            0.017068,             0.13556,            0.008887,            0.008887,            0.008887
                  75,            0.070671,             0.02845,            0.016857,             0.14161,             0.66044,              0.4461,             0.47453,             0.18336,            0.058989,            0.023262,             0.01629,             0.13503,           0.0088579,           0.0088579,           0.0088579
                  76,            0.071861,            0.028497,              0.0165,             0.14012,             0.65088,             0.40589,             0.46233,             0.15945,            0.060794,            0.023661,            0.017227,              0.1342,           0.0088284,           0.0088284,           0.0088284
                  77,            0.070953,            0.028206,               0.016,             0.14027,             0.62082,             0.42072,             0.39715,              0.1342,            0.064501,            0.022594,            0.017048,              0.1337,           0.0087987,           0.0087987,           0.0087987
                  78,            0.070015,            0.028329,            0.015868,             0.14038,             0.70576,              0.4294,             0.46685,             0.17423,            0.060553,              0.0234,            0.018404,             0.13382,           0.0087686,           0.0087686,           0.0087686
                  79,            0.069897,            0.028551,            0.017045,             0.13896,             0.57086,              0.4234,             0.42901,             0.13307,            0.056987,            0.023122,            0.016606,             0.13091,           0.0087382,           0.0087382,           0.0087382
                  80,            0.071834,            0.027168,            0.016328,             0.13758,             0.43904,             0.42085,             0.40399,             0.14743,            0.061262,            0.022933,            0.016362,             0.12895,           0.0087075,           0.0087075,           0.0087075
                  81,            0.071477,            0.027076,            0.015946,             0.13617,             0.46289,               0.384,             0.33868,             0.13137,            0.065471,            0.022527,            0.017371,             0.12763,           0.0086765,           0.0086765,           0.0086765
                  82,            0.075053,            0.026628,            0.015592,             0.13643,             0.41304,             0.44883,             0.35512,             0.12739,             0.06687,             0.02285,             0.01706,             0.12732,           0.0086452,           0.0086452,           0.0086452
                  83,              0.0687,            0.028576,            0.015627,             0.13581,             0.67519,             0.47442,             0.49304,             0.19507,            0.055135,             0.02392,            0.016518,             0.12503,           0.0086137,           0.0086137,           0.0086137
                  84,            0.071202,            0.026329,            0.015412,             0.13415,              0.5568,             0.47782,             0.46534,             0.17754,             0.05868,            0.022781,            0.015911,             0.12504,           0.0085818,           0.0085818,           0.0085818
                  85,            0.072145,            0.027018,            0.015536,               0.134,             0.40537,             0.45497,             0.39579,             0.13457,            0.065042,              0.0222,            0.015279,             0.12527,           0.0085497,           0.0085497,           0.0085497
                  86,            0.070915,             0.02772,            0.015393,             0.13364,             0.48561,             0.43315,             0.42144,             0.15717,            0.063699,            0.022633,            0.014639,             0.12488,           0.0085173,           0.0085173,           0.0085173
                  87,            0.072165,            0.026935,            0.014825,              0.1323,             0.58677,             0.42538,              0.4379,             0.18444,            0.062957,            0.022675,            0.017205,             0.12263,           0.0084846,           0.0084846,           0.0084846
                  88,            0.071969,            0.027458,             0.01511,             0.13062,             0.50503,              0.5073,             0.48464,             0.20037,            0.058868,            0.023414,            0.015839,             0.12194,           0.0084516,           0.0084516,           0.0084516
                  89,            0.070721,            0.027606,            0.015271,             0.13088,             0.60639,              0.4194,             0.46433,             0.18351,            0.060829,            0.022212,            0.015434,             0.12132,           0.0084184,           0.0084184,           0.0084184
                  90,            0.071771,            0.028181,             0.01548,             0.13008,             0.58069,             0.50232,             0.48529,             0.19551,             0.06024,            0.022813,            0.014978,              0.1221,           0.0083849,           0.0083849,           0.0083849
                  91,            0.070526,            0.027755,            0.015287,             0.13018,              0.7751,             0.44597,             0.51501,              0.1852,            0.060064,            0.022507,            0.015587,              0.1208,           0.0083511,           0.0083511,           0.0083511
                  92,            0.070178,            0.027964,            0.015732,             0.12994,             0.57886,             0.47097,             0.44389,             0.16161,            0.059313,            0.022708,            0.015921,             0.12084,           0.0083171,           0.0083171,           0.0083171
                  93,            0.069611,            0.026401,            0.014729,             0.12899,             0.53089,             0.47963,             0.44815,             0.13843,            0.061506,            0.021638,            0.016491,             0.11985,           0.0082829,           0.0082829,           0.0082829
                  94,            0.071392,            0.027159,            0.014773,             0.12728,             0.62501,             0.41875,             0.49143,              0.1724,            0.059952,            0.023065,            0.015953,              0.1206,           0.0082483,           0.0082483,           0.0082483
                  95,            0.070768,            0.026476,            0.015027,             0.12792,             0.66717,             0.47906,             0.52051,             0.19937,            0.055513,             0.02373,            0.015746,             0.11797,           0.0082136,           0.0082136,           0.0082136
                  96,            0.069706,            0.027968,            0.014769,              0.1269,             0.63148,             0.51526,             0.53636,             0.22656,            0.057775,            0.022482,            0.014915,             0.11935,           0.0081786,           0.0081786,           0.0081786
                  97,            0.069819,            0.028232,            0.014847,             0.12748,             0.56103,             0.46644,             0.45669,             0.18319,            0.055551,             0.02282,            0.016892,             0.12094,           0.0081433,           0.0081433,           0.0081433
                  98,            0.069943,            0.026242,            0.014583,             0.12665,             0.51476,             0.44717,             0.43727,              0.1637,            0.062615,            0.022514,            0.015165,             0.11945,           0.0081078,           0.0081078,           0.0081078
                  99,            0.071068,            0.026645,            0.014895,             0.12655,             0.57512,             0.49992,              0.4998,             0.19922,            0.057139,            0.022945,            0.015701,             0.11752,           0.0080721,           0.0080721,           0.0080721
                 100,            0.069403,            0.027347,            0.014901,             0.12705,             0.46412,             0.48836,             0.41254,             0.17246,            0.062319,            0.022675,            0.016114,             0.11855,           0.0080362,           0.0080362,           0.0080362
                 101,            0.069371,            0.026656,            0.015049,             0.12389,             0.46189,              0.4639,             0.42458,             0.13048,            0.060364,            0.021899,              0.0156,             0.11708,               0.008,               0.008,               0.008
                 102,            0.069145,            0.026313,             0.01392,             0.12497,             0.66356,             0.54592,             0.54163,             0.22935,            0.055654,            0.022844,            0.015329,             0.11483,           0.0079636,           0.0079636,           0.0079636
                 103,            0.070775,            0.027142,            0.014999,              0.1254,             0.50227,             0.43804,             0.38213,             0.13529,            0.060415,            0.022502,            0.015136,             0.11571,            0.007927,            0.007927,            0.007927
                 104,            0.069449,            0.026189,            0.013825,             0.12279,             0.65989,             0.53235,             0.53848,             0.20453,            0.054184,              0.0226,            0.014446,             0.11661,           0.0078902,           0.0078902,           0.0078902
                 105,             0.06949,            0.027544,            0.015049,             0.12463,             0.50398,             0.51108,             0.48663,             0.19455,            0.060844,             0.02221,            0.015884,             0.11717,           0.0078532,           0.0078532,           0.0078532
                 106,            0.068757,            0.027803,            0.014406,             0.12334,             0.68894,             0.48693,             0.51827,             0.22017,            0.059313,            0.022029,            0.016038,              0.1167,            0.007816,            0.007816,            0.007816
                 107,             0.06842,            0.027681,            0.014498,             0.12251,             0.73315,             0.47288,             0.52335,             0.24473,            0.058573,            0.022423,            0.015961,             0.11436,           0.0077785,           0.0077785,           0.0077785
                 108,              0.0684,            0.026542,            0.013756,             0.12112,             0.69587,             0.50116,             0.54964,             0.22185,            0.057523,            0.022186,            0.015703,             0.11574,           0.0077409,           0.0077409,           0.0077409
                 109,            0.068779,            0.027742,            0.014327,             0.12306,             0.71392,             0.54264,             0.57854,              0.2287,            0.055582,             0.02207,            0.015316,             0.11618,           0.0077031,           0.0077031,           0.0077031
                 110,            0.067908,            0.025775,            0.014858,             0.12222,             0.61277,              0.5282,             0.51428,             0.18161,            0.056012,            0.022587,            0.014113,             0.11458,           0.0076651,           0.0076651,           0.0076651
                 111,            0.068229,            0.026047,            0.014625,             0.12275,              0.6835,             0.52472,              0.5715,             0.22703,            0.058175,            0.021845,            0.014657,             0.11491,           0.0076269,           0.0076269,           0.0076269
                 112,            0.066986,            0.026392,            0.013752,             0.12071,             0.73072,             0.46237,              0.5507,             0.23837,            0.056824,            0.021584,            0.015599,             0.11367,           0.0075886,           0.0075886,           0.0075886
                 113,            0.068774,            0.027163,            0.014282,             0.12098,             0.51348,             0.62058,             0.53089,             0.21371,            0.057392,             0.02162,            0.014344,             0.11256,           0.0075501,           0.0075501,           0.0075501
                 114,            0.070675,            0.026335,            0.013174,             0.12032,             0.62063,             0.54627,             0.54095,             0.23445,            0.055981,            0.021954,            0.015745,             0.11407,           0.0075114,           0.0075114,           0.0075114
                 115,            0.068018,            0.026635,            0.013418,             0.11899,             0.54476,             0.51086,             0.45889,             0.20797,            0.055514,            0.021987,            0.017405,             0.11266,           0.0074725,           0.0074725,           0.0074725
                 116,             0.06912,            0.026146,            0.013162,             0.12046,             0.66221,             0.54682,             0.55103,             0.22778,            0.056525,             0.02175,            0.015321,             0.11308,           0.0074335,           0.0074335,           0.0074335
                 117,             0.06741,             0.02632,            0.014041,             0.11999,             0.55749,             0.58645,             0.57558,             0.26651,            0.053536,            0.022547,            0.013926,             0.11313,           0.0073943,           0.0073943,           0.0073943
                 118,            0.069667,            0.025456,            0.013259,             0.11962,             0.70894,             0.51445,             0.55236,             0.19088,            0.059012,            0.022022,            0.015107,             0.11311,            0.007355,            0.007355,            0.007355
                 119,            0.067918,            0.026205,            0.013529,             0.12007,             0.73938,             0.50587,             0.54587,             0.24428,            0.054145,            0.021883,            0.015365,             0.11135,           0.0073155,           0.0073155,           0.0073155
                 120,            0.065724,             0.02734,            0.013792,             0.12161,             0.61418,             0.54696,             0.57728,             0.27181,            0.052303,             0.02207,            0.014959,             0.11151,           0.0072758,           0.0072758,           0.0072758
                 121,            0.067566,            0.025053,            0.012614,             0.11663,             0.74151,              0.4898,             0.55633,             0.22239,              0.0564,            0.021572,            0.014612,             0.11158,           0.0072361,           0.0072361,           0.0072361
                 122,            0.068312,            0.025449,            0.012952,             0.11654,             0.66399,             0.53098,             0.55153,             0.22417,            0.056428,            0.022009,            0.014549,             0.11044,           0.0071962,           0.0071962,           0.0071962
                 123,            0.066234,            0.025658,             0.01265,             0.11795,             0.65485,               0.479,             0.50235,             0.17893,            0.058001,            0.021852,            0.015315,             0.10932,           0.0071561,           0.0071561,           0.0071561
                 124,            0.067773,            0.026376,             0.01385,             0.11828,               0.709,             0.50208,             0.55856,             0.25155,            0.053449,            0.021621,            0.013934,             0.10976,            0.007116,            0.007116,            0.007116
                 125,            0.066416,            0.026774,            0.012496,             0.11679,              0.6916,             0.54572,             0.58296,             0.25125,            0.052076,            0.022159,            0.013871,             0.11066,           0.0070757,           0.0070757,           0.0070757
                 126,            0.067885,            0.025242,            0.012805,             0.11698,             0.54571,             0.55809,             0.54638,             0.23939,            0.055912,             0.02187,            0.014215,             0.10994,           0.0070353,           0.0070353,           0.0070353
                 127,            0.067612,            0.026087,            0.013162,             0.11662,             0.74316,             0.52699,             0.60172,             0.29182,            0.052053,            0.022897,             0.01472,             0.11065,           0.0069948,           0.0069948,           0.0069948
                 128,            0.066255,             0.02569,            0.012781,              0.1146,             0.63974,             0.58047,             0.57123,             0.25402,             0.05315,            0.021898,             0.01483,             0.10915,           0.0069541,           0.0069541,           0.0069541
                 129,            0.066939,            0.026283,            0.012234,             0.11453,             0.60033,             0.56412,             0.55845,             0.25932,            0.055743,            0.021779,            0.014214,             0.10949,           0.0069134,           0.0069134,           0.0069134
                 130,            0.065257,            0.025702,            0.012441,             0.11656,             0.66613,              0.4948,             0.53809,             0.24781,             0.05376,            0.022293,             0.01447,             0.11107,           0.0068726,           0.0068726,           0.0068726
                 131,             0.06713,            0.025296,            0.012101,              0.1146,             0.72142,             0.50381,             0.56595,             0.25664,            0.054129,            0.022331,            0.014525,              0.1099,           0.0068316,           0.0068316,           0.0068316
                 132,            0.065786,            0.024777,            0.012165,              0.1143,             0.70731,             0.53583,             0.55862,              0.2555,            0.053718,            0.021956,            0.014363,               0.109,           0.0067906,           0.0067906,           0.0067906
                 133,            0.066647,            0.025625,            0.012971,             0.11421,             0.68507,             0.53696,             0.58417,             0.26508,            0.056743,            0.021332,            0.015708,             0.10806,           0.0067495,           0.0067495,           0.0067495
                 134,            0.064749,            0.026512,             0.01271,             0.11513,             0.66222,              0.5454,             0.55696,             0.28653,            0.051673,            0.021649,            0.013658,              0.1089,           0.0067083,           0.0067083,           0.0067083
                 135,            0.064621,            0.026287,            0.013336,             0.11377,             0.69735,              0.5868,             0.61898,             0.28591,            0.051018,            0.021217,            0.012616,             0.10958,           0.0066671,           0.0066671,           0.0066671
                 136,            0.064033,            0.025913,            0.013231,             0.11389,             0.72249,             0.54131,             0.60424,             0.26945,            0.050361,            0.021431,            0.013571,             0.10811,           0.0066257,           0.0066257,           0.0066257
                 137,             0.06561,            0.026279,            0.012726,             0.11268,             0.60564,             0.59076,             0.61956,             0.28439,            0.052691,            0.021678,            0.013857,             0.10656,           0.0065843,           0.0065843,           0.0065843
                 138,            0.066665,            0.025833,            0.012674,             0.11365,             0.74454,             0.54025,             0.59233,             0.29311,             0.05153,            0.022011,            0.012709,             0.10811,           0.0065429,           0.0065429,           0.0065429
                 139,             0.06506,            0.024875,            0.012442,             0.11345,             0.70493,             0.53975,             0.58386,             0.24438,            0.054744,            0.021591,             0.01407,             0.10728,           0.0065013,           0.0065013,           0.0065013
                 140,            0.064712,            0.025221,            0.011419,             0.11198,             0.77784,             0.54108,             0.60338,             0.30076,            0.052678,            0.021623,            0.013585,             0.10739,           0.0064597,           0.0064597,           0.0064597
                 141,            0.065822,            0.025784,            0.012027,             0.11145,             0.67969,             0.57668,             0.59615,             0.27543,            0.051507,            0.021952,            0.013416,             0.10766,           0.0064181,           0.0064181,           0.0064181
