               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,    train/theta_loss,   metrics/precision,      metrics/recall,    metrics/HBBmAP.5,metrics/HBBmAP.5:.95,        val/box_loss,        val/obj_loss,        val/cls_loss,      val/theta_loss,               x/lr0,               x/lr1,               x/lr2
                 142,             0.06488,            0.025656,            0.012576,              0.1126,             0.73428,             0.58758,             0.61222,             0.26427,            0.051469,            0.021938,            0.013396,             0.10737,           0.0063764,           0.0063764,           0.0063764
                 143,            0.064098,            0.025984,            0.011091,              0.1115,             0.70662,             0.55324,               0.579,             0.28884,            0.050297,            0.021655,            0.014553,             0.10613,           0.0063347,           0.0063347,           0.0063347
                 144,            0.064413,             0.02641,            0.012008,             0.11153,              0.6629,             0.58997,             0.59194,             0.33779,            0.050871,            0.021697,            0.013382,             0.10459,            0.006293,            0.006293,            0.006293
                 145,            0.064137,             0.02589,            0.011129,             0.10958,             0.70878,             0.54972,              0.5967,             0.28777,            0.049718,            0.022027,            0.012479,             0.10629,           0.0062512,           0.0062512,           0.0062512
                 146,            0.064345,            0.025369,            0.011591,             0.11072,             0.67617,             0.57625,             0.59522,             0.28242,            0.051927,            0.021403,            0.012302,             0.10411,           0.0062093,           0.0062093,           0.0062093
                 147,            0.063851,            0.025545,            0.011411,              0.1097,               0.708,             0.55897,              0.6093,             0.30369,            0.049496,            0.021746,            0.012908,              0.1039,           0.0061675,           0.0061675,           0.0061675
                 148,             0.06464,            0.025006,            0.011124,             0.11062,             0.65134,             0.59745,             0.61767,             0.33312,            0.049313,            0.021399,            0.013692,             0.10575,           0.0061256,           0.0061256,           0.0061256
                 149,            0.063702,            0.025197,            0.011793,             0.11057,             0.70663,             0.57689,             0.61166,             0.29644,            0.050977,            0.021126,             0.01445,             0.10465,           0.0060838,           0.0060838,           0.0060838
                 150,            0.062654,            0.025378,            0.011091,             0.10956,             0.68502,              0.6203,             0.65731,             0.33065,             0.05291,            0.020425,            0.012609,             0.10406,           0.0060419,           0.0060419,           0.0060419
                 151,            0.064629,            0.026083,            0.011757,             0.10811,             0.80704,             0.58305,             0.66005,             0.33621,            0.050115,            0.021533,            0.013473,             0.10432,               0.006,               0.006,               0.006
                 152,            0.063708,            0.024072,            0.011172,             0.10822,             0.63268,              0.6125,             0.61012,              0.2902,            0.049771,            0.021558,            0.013781,              0.1053,           0.0059581,           0.0059581,           0.0059581
                 153,            0.062463,             0.02537,             0.01194,             0.10869,             0.71353,             0.58586,             0.62127,             0.31621,            0.050031,            0.020975,            0.013462,             0.10462,           0.0059162,           0.0059162,           0.0059162
                 154,            0.063457,            0.026588,            0.011525,             0.10897,             0.70184,             0.54236,             0.58557,             0.28519,            0.050237,            0.021676,            0.012895,             0.10341,           0.0058744,           0.0058744,           0.0058744
                 155,            0.063698,            0.025402,            0.011239,             0.10807,             0.69859,             0.57538,             0.62962,             0.32486,            0.050539,            0.021331,            0.012863,             0.10364,           0.0058325,           0.0058325,           0.0058325
                 156,            0.062667,            0.025364,            0.011748,             0.10789,              0.7055,             0.59436,             0.62934,             0.33734,            0.048089,            0.021619,            0.013151,             0.10403,           0.0057907,           0.0057907,           0.0057907
                 157,            0.062831,            0.025655,            0.011188,             0.10807,             0.68653,             0.64285,             0.65534,             0.33237,            0.048777,            0.021125,            0.012647,              0.1036,           0.0057488,           0.0057488,           0.0057488
                 158,            0.063386,            0.025992,            0.011623,             0.10731,             0.66282,             0.58523,             0.62197,             0.29954,            0.050124,            0.021507,            0.013347,             0.10486,            0.005707,            0.005707,            0.005707
                 159,            0.062925,            0.025494,            0.010917,             0.10785,              0.6944,             0.57717,             0.62592,              0.3097,            0.049713,            0.022237,            0.012952,             0.10307,           0.0056653,           0.0056653,           0.0056653
                 160,            0.060457,            0.025991,            0.011296,              0.1086,             0.70284,             0.58355,             0.61869,             0.32286,            0.047527,            0.021553,            0.012129,             0.10304,           0.0056236,           0.0056236,           0.0056236
                 161,            0.063017,            0.025936,            0.011587,             0.10787,             0.75011,             0.59912,             0.63975,             0.29536,            0.048607,            0.021476,            0.011873,             0.10355,           0.0055819,           0.0055819,           0.0055819
                 162,            0.062592,            0.025217,            0.011224,             0.10704,             0.83571,             0.56122,             0.61963,             0.31349,            0.047991,            0.021662,            0.011994,             0.10416,           0.0055403,           0.0055403,           0.0055403
                 163,            0.062203,            0.025169,            0.011097,             0.10545,             0.73896,             0.60536,             0.62517,             0.33709,            0.049169,            0.020922,            0.011943,             0.10234,           0.0054987,           0.0054987,           0.0054987
                 164,            0.063406,            0.025801,            0.011439,               0.107,             0.77027,             0.58685,              0.6573,             0.35378,            0.046988,            0.021062,            0.011774,             0.10135,           0.0054571,           0.0054571,           0.0054571
                 165,            0.062431,            0.026156,            0.011204,             0.10666,             0.73772,             0.64496,             0.68443,             0.36011,            0.049201,            0.020669,            0.011451,             0.10144,           0.0054157,           0.0054157,           0.0054157
                 166,            0.061115,            0.025323,            0.010927,             0.10567,             0.79013,             0.57579,             0.67171,             0.35264,             0.04693,            0.020849,            0.012077,             0.10103,           0.0053743,           0.0053743,           0.0053743
                 167,            0.062499,            0.025252,            0.011259,             0.10496,             0.81666,             0.63617,             0.67416,             0.35772,            0.049064,             0.02058,            0.012206,             0.10064,           0.0053329,           0.0053329,           0.0053329
                 168,            0.061654,             0.02539,            0.011761,              0.1078,              0.8128,             0.59766,             0.66775,             0.37105,            0.046348,            0.021481,            0.012001,             0.10135,           0.0052917,           0.0052917,           0.0052917
                 169,            0.062247,            0.024487,            0.010469,             0.10452,             0.81224,             0.60399,             0.68164,             0.30919,            0.050615,            0.020602,            0.012229,             0.10103,           0.0052505,           0.0052505,           0.0052505
                 170,            0.062417,            0.024588,            0.011238,             0.10585,             0.72699,             0.64814,             0.66926,             0.33866,            0.048379,            0.020941,            0.012133,             0.10208,           0.0052094,           0.0052094,           0.0052094
                 171,             0.06087,            0.025653,              0.0106,             0.10508,             0.65838,             0.65635,              0.6411,              0.3208,            0.048156,            0.021329,             0.01106,             0.10224,           0.0051684,           0.0051684,           0.0051684
                 172,            0.059906,             0.02516,             0.01042,             0.10473,              0.7856,             0.60683,              0.6514,             0.34572,            0.047519,            0.021581,            0.011315,             0.10095,           0.0051274,           0.0051274,           0.0051274
                 173,            0.061803,            0.025542,            0.010509,             0.10441,             0.73277,             0.61272,             0.64985,             0.33172,            0.049925,            0.021009,            0.011724,             0.10168,           0.0050866,           0.0050866,           0.0050866
                 174,            0.061321,            0.025528,            0.010896,             0.10488,             0.73225,              0.6286,             0.66322,             0.38156,            0.048889,            0.020772,            0.012234,             0.10055,           0.0050459,           0.0050459,           0.0050459
                 175,            0.060232,             0.02512,            0.010957,              0.1041,             0.73017,             0.66512,             0.68454,             0.34164,            0.049148,            0.020345,            0.011691,            0.098529,           0.0050052,           0.0050052,           0.0050052
                 176,            0.060735,            0.025838,             0.01112,             0.10413,             0.79364,             0.64977,             0.71021,             0.38531,            0.046491,            0.021215,            0.011869,            0.099081,           0.0049647,           0.0049647,           0.0049647
                 177,            0.060027,            0.024166,            0.010713,             0.10314,             0.76107,             0.64128,             0.68556,             0.38198,            0.047209,            0.020881,            0.012464,            0.099255,           0.0049243,           0.0049243,           0.0049243
                 178,            0.061688,            0.025778,            0.011553,             0.10464,             0.77744,             0.61442,             0.67749,             0.35982,            0.047803,            0.020941,            0.011629,            0.099016,            0.004884,            0.004884,            0.004884
                 179,            0.061512,            0.025784,            0.010387,             0.10363,             0.71925,             0.61567,             0.65025,             0.35519,            0.046193,            0.021357,            0.012432,            0.099596,           0.0048439,           0.0048439,           0.0048439
                 180,            0.059544,            0.024391,            0.011313,             0.10401,             0.80371,             0.60581,             0.68912,             0.37614,            0.045665,              0.0212,            0.011594,            0.099239,           0.0048038,           0.0048038,           0.0048038
                 181,            0.060819,            0.025516,            0.011387,             0.10423,             0.73654,             0.63903,             0.65356,              0.3604,            0.046148,            0.021081,             0.01261,            0.098973,           0.0047639,           0.0047639,           0.0047639
                 182,            0.059025,            0.025849,            0.010674,             0.10464,             0.79762,             0.63139,             0.69001,             0.36895,            0.045785,            0.020825,            0.011196,            0.098806,           0.0047242,           0.0047242,           0.0047242
                 183,            0.059572,            0.025279,            0.010936,             0.10255,             0.76427,             0.62913,             0.67757,             0.33893,            0.047249,            0.021141,            0.010799,            0.099799,           0.0046845,           0.0046845,           0.0046845
                 184,             0.05952,            0.024696,           0.0098529,             0.10252,              0.7331,             0.61964,             0.65296,             0.33459,             0.04659,            0.020926,            0.012063,            0.098719,            0.004645,            0.004645,            0.004645
                 185,            0.058888,            0.026742,            0.011058,             0.10359,             0.76664,             0.61415,             0.66301,             0.34925,            0.044413,            0.020966,            0.013092,            0.099367,           0.0046057,           0.0046057,           0.0046057
                 186,            0.060624,            0.024508,            0.010171,             0.10143,             0.78391,             0.59401,             0.65805,             0.35318,            0.045023,            0.020815,            0.013843,             0.09811,           0.0045665,           0.0045665,           0.0045665
                 187,            0.059115,            0.024571,           0.0094665,             0.10167,             0.78219,              0.6282,             0.66389,             0.34104,            0.045372,            0.021057,            0.014007,            0.097759,           0.0045275,           0.0045275,           0.0045275
                 188,            0.059876,            0.025502,            0.010583,             0.10361,             0.78547,             0.61308,             0.67219,             0.34338,            0.045637,            0.021031,            0.012541,            0.097237,           0.0044886,           0.0044886,           0.0044886
                 189,            0.058757,              0.0244,            0.010816,             0.10194,             0.79939,             0.60719,             0.67517,             0.33995,             0.04603,            0.020855,            0.011694,            0.097727,           0.0044499,           0.0044499,           0.0044499
                 190,            0.058595,            0.024612,           0.0099564,             0.10118,             0.74887,             0.61797,             0.66059,             0.35373,            0.045952,             0.02086,            0.012012,            0.097364,           0.0044114,           0.0044114,           0.0044114
                 191,            0.061052,             0.02452,            0.011088,             0.10159,             0.69258,             0.65572,             0.66338,             0.37131,            0.046993,            0.021189,            0.013185,            0.099459,           0.0043731,           0.0043731,           0.0043731
                 192,            0.058735,            0.024609,           0.0097406,            0.099754,              0.7874,             0.59468,             0.67682,             0.38718,            0.046173,            0.021217,            0.011945,            0.098255,           0.0043349,           0.0043349,           0.0043349
                 193,            0.059538,            0.025149,            0.010172,             0.10173,             0.64546,             0.64408,             0.63125,             0.34784,            0.045868,            0.021053,            0.011554,            0.097627,           0.0042969,           0.0042969,           0.0042969
                 194,            0.059092,            0.025098,            0.010233,              0.1001,             0.74836,             0.62793,             0.66298,             0.37554,            0.044311,            0.021004,             0.01217,            0.096979,           0.0042591,           0.0042591,           0.0042591
                 195,            0.058329,            0.024387,           0.0097253,             0.10016,             0.70638,             0.67303,             0.68597,              0.3984,              0.0447,             0.02127,            0.011704,            0.096658,           0.0042215,           0.0042215,           0.0042215
                 196,            0.058281,            0.025125,            0.009916,            0.098938,             0.69499,             0.65366,              0.6928,             0.37928,            0.045918,            0.020711,            0.010564,            0.095807,            0.004184,            0.004184,            0.004184
                 197,            0.059553,            0.023727,           0.0096344,            0.099686,             0.74479,             0.66504,             0.70177,             0.40094,            0.044977,             0.02061,            0.010753,            0.096005,           0.0041468,           0.0041468,           0.0041468
                 198,            0.056798,             0.02548,           0.0095573,             0.10035,             0.73226,             0.64117,             0.67585,             0.37421,            0.044079,            0.020685,            0.011092,            0.096912,           0.0041098,           0.0041098,           0.0041098
                 199,            0.057667,            0.024245,           0.0097728,            0.099757,             0.81469,             0.58665,             0.66892,              0.3923,            0.044636,            0.020478,            0.012726,            0.095353,            0.004073,            0.004073,            0.004073
                 200,            0.057252,             0.02423,           0.0097566,             0.10015,             0.80577,             0.60836,             0.70278,             0.39265,            0.044667,            0.020601,            0.011046,            0.095322,           0.0040364,           0.0040364,           0.0040364
                 201,            0.057952,            0.024774,            0.010402,            0.099508,             0.68633,             0.67372,             0.69183,             0.35604,            0.044212,            0.021042,            0.010482,            0.095542,               0.004,               0.004,               0.004
                 202,            0.057747,             0.02396,            0.010323,            0.099321,             0.78093,             0.61238,             0.66537,             0.36085,            0.044677,            0.020736,            0.012264,            0.095689,           0.0039638,           0.0039638,           0.0039638
                 203,            0.057184,            0.025004,            0.010603,            0.098822,             0.74674,             0.65252,             0.67834,             0.39893,            0.043454,            0.021003,             0.01177,            0.096132,           0.0039279,           0.0039279,           0.0039279
                 204,            0.057823,            0.024498,            0.010329,            0.099445,               0.837,             0.60702,             0.67697,             0.37925,            0.043231,            0.021269,            0.010692,            0.096209,           0.0038922,           0.0038922,           0.0038922
                 205,            0.057404,             0.02383,            0.009949,            0.098266,             0.74949,             0.68452,              0.6955,             0.40135,            0.043568,            0.020728,            0.010093,             0.09627,           0.0038567,           0.0038567,           0.0038567
                 206,            0.057916,            0.026404,            0.010467,             0.10058,             0.70935,             0.64562,             0.68781,             0.37485,            0.044249,            0.020312,            0.010287,            0.095463,           0.0038214,           0.0038214,           0.0038214
                 207,            0.057227,            0.025106,           0.0095899,            0.099009,               0.706,             0.65533,             0.68106,             0.37621,            0.045191,            0.020155,            0.010745,            0.095702,           0.0037864,           0.0037864,           0.0037864
                 208,            0.057099,            0.024776,           0.0091328,            0.098386,             0.75509,             0.64765,             0.67083,             0.38533,            0.045034,            0.020407,            0.011915,            0.095365,           0.0037517,           0.0037517,           0.0037517
                 209,            0.056921,            0.023471,           0.0095086,             0.09703,              0.8217,             0.61249,             0.66424,             0.35989,             0.04354,            0.020481,            0.012534,            0.093961,           0.0037171,           0.0037171,           0.0037171
                 210,            0.058089,            0.024204,           0.0093175,            0.096742,             0.78579,             0.60277,             0.66144,             0.36919,            0.044206,            0.020593,            0.011199,            0.094882,           0.0036829,           0.0036829,           0.0036829
                 211,            0.056139,             0.02398,           0.0089727,            0.096724,             0.70549,             0.63182,             0.65279,             0.36933,            0.045028,            0.020456,            0.011269,            0.094212,           0.0036489,           0.0036489,           0.0036489
                 212,            0.056542,            0.024936,           0.0093142,            0.098197,             0.74199,             0.61674,             0.66521,             0.38185,             0.04377,            0.020403,            0.011218,            0.093922,           0.0036151,           0.0036151,           0.0036151
                 213,            0.057443,            0.025063,           0.0098635,            0.097971,             0.73171,              0.6606,             0.69876,             0.39928,            0.043444,            0.020527,            0.010892,             0.09449,           0.0035816,           0.0035816,           0.0035816
                 214,            0.055446,            0.024927,            0.010237,             0.09801,             0.70599,             0.66862,             0.70684,             0.40019,             0.04329,            0.020219,            0.011039,            0.093228,           0.0035484,           0.0035484,           0.0035484
                 215,            0.056751,            0.025147,           0.0094691,            0.097389,             0.69624,             0.64659,              0.6844,             0.41473,            0.042365,             0.02056,            0.011352,            0.094059,           0.0035154,           0.0035154,           0.0035154
                 216,            0.056271,            0.024017,           0.0089745,            0.097153,             0.74568,             0.64224,             0.69298,             0.39527,            0.043974,            0.020183,            0.011366,            0.094936,           0.0034827,           0.0034827,           0.0034827
                 217,            0.056798,            0.023954,            0.010479,             0.09815,             0.73106,             0.64337,             0.68214,             0.39702,            0.043633,            0.020433,            0.011483,            0.095425,           0.0034503,           0.0034503,           0.0034503
                 218,            0.057252,            0.025014,           0.0095814,            0.097098,             0.76587,             0.64293,             0.69472,             0.38118,            0.044729,            0.020333,            0.011648,             0.09535,           0.0034182,           0.0034182,           0.0034182
                 219,            0.056423,            0.023893,           0.0097009,            0.097403,             0.68404,             0.67336,             0.66653,             0.39287,            0.044279,            0.020333,            0.011132,            0.094829,           0.0033863,           0.0033863,           0.0033863
                 220,            0.055195,            0.024457,           0.0098071,            0.096441,             0.74747,             0.64493,             0.68964,              0.4128,            0.043169,            0.020068,            0.011366,            0.093975,           0.0033548,           0.0033548,           0.0033548
                 221,            0.055067,            0.025373,             0.01023,            0.098133,             0.78775,             0.65218,             0.69243,              0.4261,            0.042914,            0.020158,            0.011142,             0.09369,           0.0033235,           0.0033235,           0.0033235
                 222,            0.055776,            0.024422,            0.010222,            0.096534,             0.78035,             0.66858,             0.70973,             0.41485,             0.04259,            0.020157,            0.011038,            0.093007,           0.0032925,           0.0032925,           0.0032925
                 223,            0.056828,            0.024381,           0.0092086,            0.096077,             0.77647,             0.66124,             0.70377,             0.38386,            0.044237,            0.020278,            0.011434,            0.093793,           0.0032618,           0.0032618,           0.0032618
                 224,            0.055803,            0.024761,           0.0095276,            0.097979,             0.76751,             0.67074,             0.70572,             0.41379,            0.043016,            0.020689,            0.011715,            0.094661,           0.0032314,           0.0032314,           0.0032314
                 225,            0.054629,            0.025207,           0.0090749,            0.096729,              0.7289,             0.66711,             0.69042,             0.37905,             0.04237,            0.020311,            0.011358,             0.09361,           0.0032013,           0.0032013,           0.0032013
                 226,            0.056428,            0.024892,           0.0097249,            0.096667,              0.7758,             0.65634,             0.69514,               0.388,            0.043201,            0.020467,            0.010658,            0.093205,           0.0031716,           0.0031716,           0.0031716
                 227,            0.054733,            0.024716,            0.008846,             0.09661,             0.78319,             0.63014,             0.69927,             0.39824,            0.042961,            0.020981,            0.010551,            0.093058,           0.0031421,           0.0031421,           0.0031421
                 228,            0.055271,            0.023457,           0.0092772,            0.095898,             0.72127,             0.67369,             0.69698,             0.41052,            0.042949,            0.020702,            0.010859,            0.093843,            0.003113,            0.003113,            0.003113
                 229,            0.055037,            0.025543,           0.0095715,            0.095286,             0.78057,             0.67296,             0.71296,             0.40717,            0.043715,            0.020558,            0.011262,            0.094829,           0.0030841,           0.0030841,           0.0030841
                 230,            0.054826,            0.024481,           0.0096073,            0.096981,             0.81224,             0.66174,             0.72463,              0.4429,            0.042959,            0.020373,            0.010926,            0.094846,           0.0030556,           0.0030556,           0.0030556
                 231,            0.055051,            0.024089,           0.0093321,             0.09563,             0.81868,             0.60702,             0.68206,             0.43363,            0.042564,            0.020217,            0.011667,            0.094084,           0.0030274,           0.0030274,           0.0030274
                 232,            0.056096,            0.024983,           0.0090863,            0.096574,             0.77888,             0.64911,             0.70124,             0.41858,            0.042314,            0.020158,            0.012865,            0.094252,           0.0029996,           0.0029996,           0.0029996
                 233,            0.054476,            0.025035,           0.0092355,             0.09609,             0.79727,             0.63439,             0.70088,             0.38554,             0.04243,             0.02014,            0.011903,            0.093349,            0.002972,            0.002972,            0.002972
                 234,            0.054641,             0.02376,           0.0093626,            0.095395,             0.77564,             0.66396,             0.70345,             0.43753,            0.041311,            0.020525,            0.011805,            0.094274,           0.0029448,           0.0029448,           0.0029448
                 235,            0.053104,            0.025784,           0.0094616,            0.096713,              0.7317,             0.68979,             0.70059,             0.44488,            0.041348,            0.020601,            0.011348,            0.093748,           0.0029179,           0.0029179,           0.0029179
                 236,            0.053646,            0.023557,            0.008799,            0.095087,             0.70509,             0.63534,             0.68813,             0.41466,            0.041513,            0.020957,            0.011564,             0.09232,           0.0028914,           0.0028914,           0.0028914
                 237,             0.05407,            0.024866,           0.0097073,            0.096446,             0.78026,             0.60007,             0.69945,             0.42688,            0.041404,            0.020569,            0.010956,            0.091667,           0.0028652,           0.0028652,           0.0028652
                 238,            0.053208,            0.024398,           0.0087899,            0.096303,              0.7213,              0.6865,             0.71069,             0.43329,            0.042187,             0.02006,            0.010645,            0.090772,           0.0028394,           0.0028394,           0.0028394
                 239,            0.055825,            0.024715,           0.0091016,            0.094663,             0.81492,             0.63643,              0.7218,             0.44031,            0.041963,             0.01963,            0.010653,            0.090536,           0.0028139,           0.0028139,           0.0028139
                 240,              0.0533,             0.02443,           0.0091161,            0.094327,             0.80528,             0.68597,             0.73092,             0.43478,            0.042346,            0.019476,            0.010318,            0.090301,           0.0027887,           0.0027887,           0.0027887
                 241,            0.054732,            0.025643,           0.0087611,            0.095596,             0.83723,             0.62819,             0.71159,             0.41252,            0.041773,            0.019906,            0.010538,            0.090699,           0.0027639,           0.0027639,           0.0027639
                 242,            0.053478,            0.024297,           0.0083907,            0.096224,             0.87811,             0.57271,             0.69385,             0.40854,            0.042476,            0.020182,            0.011519,            0.091048,           0.0027395,           0.0027395,           0.0027395
                 243,            0.052877,            0.023693,           0.0090638,              0.0946,             0.71865,             0.64808,             0.68156,             0.39128,            0.041947,             0.02055,            0.011408,            0.091628,           0.0027154,           0.0027154,           0.0027154
                 244,            0.053399,            0.024412,           0.0091433,            0.095957,              0.8197,             0.59404,             0.68806,             0.42744,            0.041877,            0.020125,            0.010941,            0.091014,           0.0026917,           0.0026917,           0.0026917
                 245,              0.0531,             0.02447,           0.0087882,            0.094744,              0.8177,             0.60276,              0.6932,              0.4385,            0.041494,            0.020297,            0.011442,            0.091027,           0.0026683,           0.0026683,           0.0026683
                 246,            0.052969,            0.024667,           0.0088316,            0.094055,             0.70226,             0.66775,             0.66569,              0.3996,            0.041368,              0.0203,            0.011986,             0.09073,           0.0026453,           0.0026453,           0.0026453
                 247,            0.053917,            0.024241,           0.0090824,            0.093582,             0.72896,              0.6346,             0.67801,             0.39492,            0.041819,             0.02047,            0.012053,            0.090597,           0.0026227,           0.0026227,           0.0026227
                 248,            0.053052,            0.024061,           0.0089866,            0.094227,             0.85076,             0.59554,             0.68361,             0.42093,            0.041326,             0.02048,            0.011626,             0.08991,           0.0026004,           0.0026004,           0.0026004
                 249,            0.052672,            0.024544,           0.0089114,            0.093831,             0.85458,             0.59893,             0.68051,             0.41006,            0.041608,            0.020564,            0.011717,            0.089978,           0.0025785,           0.0025785,           0.0025785
                 250,             0.05386,            0.024363,           0.0090256,            0.093686,             0.78497,             0.60835,             0.69887,             0.42343,            0.041309,            0.020223,            0.011767,            0.090839,            0.002557,            0.002557,            0.002557
                 251,            0.051731,            0.024348,           0.0088441,             0.09478,             0.74286,             0.63046,              0.6893,             0.43072,            0.040796,             0.01986,            0.012454,            0.089813,           0.0025359,           0.0025359,           0.0025359
                 252,            0.052141,            0.023078,           0.0083789,            0.092089,             0.81943,             0.60646,             0.70001,             0.42425,            0.042197,            0.019641,            0.011605,            0.090661,           0.0025151,           0.0025151,           0.0025151
                 253,            0.053525,            0.024928,           0.0086863,            0.093699,             0.77161,             0.62997,             0.69853,             0.42086,            0.041389,            0.020094,            0.010732,            0.091221,           0.0024948,           0.0024948,           0.0024948
                 254,             0.05209,            0.025577,           0.0089187,            0.093754,             0.78358,             0.61902,             0.70215,             0.43044,            0.041656,            0.020601,            0.010781,            0.090605,           0.0024748,           0.0024748,           0.0024748
                 255,            0.053333,            0.024819,           0.0090363,            0.094477,             0.81253,             0.62998,             0.69666,             0.41178,            0.042553,            0.020603,            0.010529,             0.09106,           0.0024552,           0.0024552,           0.0024552
                 256,            0.051742,            0.023378,           0.0087755,            0.095133,             0.77913,             0.65821,             0.70441,             0.44202,            0.040932,            0.020614,            0.010447,            0.090918,            0.002436,            0.002436,            0.002436
                 257,            0.053075,            0.024715,           0.0087587,            0.094117,             0.74458,             0.66791,               0.698,             0.43906,            0.040671,            0.020607,           0.0099958,            0.090862,           0.0024172,           0.0024172,           0.0024172
                 258,            0.051707,            0.024335,           0.0089395,            0.093913,             0.73221,             0.68324,             0.71021,             0.44123,            0.040287,            0.020155,            0.011002,             0.09051,           0.0023987,           0.0023987,           0.0023987
                 259,            0.052181,             0.02383,           0.0083081,            0.093283,             0.76989,             0.64338,             0.69278,             0.43965,            0.040866,            0.020519,            0.010632,            0.090314,           0.0023807,           0.0023807,           0.0023807
                 260,            0.052309,            0.022634,           0.0081517,            0.092424,             0.70679,             0.70933,             0.71859,             0.46373,            0.040571,            0.020337,            0.010437,            0.090053,           0.0023631,           0.0023631,           0.0023631
                 261,            0.052571,            0.025324,           0.0086344,            0.093467,             0.85867,             0.60248,             0.69052,             0.43562,             0.04109,            0.020409,            0.011083,            0.089911,           0.0023458,           0.0023458,           0.0023458
                 262,            0.051367,            0.024443,           0.0090761,             0.09207,             0.73968,             0.64843,             0.69563,             0.44289,            0.040628,            0.019914,            0.012252,            0.090863,            0.002329,            0.002329,            0.002329
                 263,             0.05219,            0.024158,           0.0083711,            0.091925,             0.78043,             0.59717,             0.69274,             0.42131,            0.040513,            0.019888,            0.012132,             0.09077,           0.0023125,           0.0023125,           0.0023125
                 264,            0.053718,            0.023449,           0.0085107,            0.091055,             0.74427,             0.63945,             0.69306,             0.43062,            0.041088,            0.019726,             0.01256,            0.090395,           0.0022965,           0.0022965,           0.0022965
                 265,            0.051652,            0.023971,           0.0083083,            0.092644,             0.79698,              0.6035,             0.69431,             0.44854,            0.040303,            0.019606,            0.012497,            0.090086,           0.0022809,           0.0022809,           0.0022809
                 266,            0.052278,             0.02475,            0.008474,            0.091433,             0.81574,             0.63425,             0.70584,              0.4528,            0.039845,            0.019784,            0.010767,            0.090284,           0.0022657,           0.0022657,           0.0022657
                 267,            0.051469,            0.023714,           0.0084966,            0.090564,             0.75579,             0.66424,             0.70766,             0.44059,            0.039864,            0.019793,             0.01012,            0.090061,           0.0022509,           0.0022509,           0.0022509
                 268,            0.052168,            0.023684,           0.0088267,              0.0917,             0.75989,             0.65477,              0.7103,             0.43126,            0.040399,            0.019928,            0.010582,             0.09017,           0.0022365,           0.0022365,           0.0022365
                 269,            0.052259,            0.024171,           0.0079569,            0.091006,             0.79123,             0.63313,              0.7009,             0.42666,            0.040991,            0.020071,             0.01115,             0.09094,           0.0022225,           0.0022225,           0.0022225
                 270,            0.051448,            0.024439,           0.0084851,            0.091999,             0.84248,             0.62474,             0.70215,             0.43274,            0.039694,            0.019958,            0.010503,            0.091057,           0.0022089,           0.0022089,           0.0022089
                 271,            0.052644,            0.023916,           0.0080706,            0.091746,             0.85556,             0.61731,             0.71261,              0.4378,            0.040118,            0.020119,            0.010343,            0.089757,           0.0021958,           0.0021958,           0.0021958
                 272,            0.051605,             0.02435,           0.0086178,            0.091447,             0.76106,             0.66692,               0.719,             0.43933,            0.040232,             0.01985,            0.010287,            0.089219,            0.002183,            0.002183,            0.002183
                 273,            0.051789,            0.023645,           0.0095454,            0.093347,             0.80557,              0.6514,             0.70833,              0.4454,            0.039148,            0.019898,            0.011291,            0.088831,           0.0021707,           0.0021707,           0.0021707
                 274,            0.051536,            0.023336,           0.0080755,            0.091136,              0.8558,             0.62002,             0.69088,              0.4324,            0.040414,            0.020009,            0.011359,            0.089656,           0.0021588,           0.0021588,           0.0021588
                 275,            0.050918,            0.024219,           0.0083405,            0.092621,             0.76408,             0.67026,             0.70015,             0.43549,            0.040228,            0.020307,            0.010876,            0.089523,           0.0021473,           0.0021473,           0.0021473
                 276,            0.052585,            0.024205,           0.0085841,            0.091221,             0.77107,             0.68104,             0.71575,             0.43118,             0.03963,            0.020011,             0.01051,            0.088549,           0.0021363,           0.0021363,           0.0021363
                 277,             0.05225,            0.023381,           0.0083745,            0.090422,             0.79037,             0.67655,             0.71307,             0.43908,            0.040007,            0.020239,            0.011216,            0.088555,           0.0021257,           0.0021257,           0.0021257
                 278,            0.051288,            0.024574,           0.0083161,            0.091244,             0.82708,             0.65978,             0.71829,             0.45699,            0.040047,            0.020146,            0.010931,            0.088812,           0.0021155,           0.0021155,           0.0021155
                 279,             0.05055,            0.023853,           0.0084691,            0.089774,             0.76371,             0.67584,             0.71675,             0.45295,            0.039826,            0.019945,            0.010677,            0.088938,           0.0021057,           0.0021057,           0.0021057
                 280,            0.052127,            0.023166,           0.0079859,            0.090519,             0.81218,             0.64926,             0.71601,             0.45442,            0.039601,            0.020145,            0.010434,            0.088051,           0.0020963,           0.0020963,           0.0020963
                 281,            0.050312,            0.022991,            0.007814,            0.090515,             0.79105,             0.66053,             0.71583,             0.45516,            0.040372,            0.019767,            0.010746,            0.087396,           0.0020874,           0.0020874,           0.0020874
                 282,            0.051852,            0.023722,           0.0077834,            0.090725,             0.86404,             0.60898,             0.71512,             0.46665,            0.039532,            0.019987,            0.011029,            0.087468,           0.0020789,           0.0020789,           0.0020789
                 283,            0.051499,            0.023763,           0.0081656,            0.091349,             0.87595,             0.63186,             0.72729,             0.44915,            0.040624,             0.01983,            0.010102,            0.088047,           0.0020709,           0.0020709,           0.0020709
