               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,    train/theta_loss,   metrics/precision,      metrics/recall,    metrics/HBBmAP.5,metrics/HBBmAP.5:.95,        val/box_loss,        val/obj_loss,        val/cls_loss,      val/theta_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.098766,            0.038222,            0.043534,              0.3503,                   0,                   0,                   0,                   0,            0.091852,            0.036247,            0.042561,             0.33533,             0.00165,             0.00165,             0.08515
                   1,            0.093065,            0.041165,            0.041943,             0.33025,                   0,                   0,                   0,                   0,            0.089492,            0.036871,            0.041156,             0.32435,           0.0030571,           0.0030571,            0.069957
